KeyLexemes	ConstrIndex	PlaceC	Phrase	Form	Role	ExIndex
ловить,поймать	4610	1	так чутко	ADV	оценка	61025
ловить,поймать	4610	1	Иногда	ADV	узуальность	61046
ловить,поймать	4610	1	В ноябре и декабре 1845 года	в + Sloc	время	61071
ловить,поймать	4610	1	жадно	ADV	образ действия	61075
ловить,поймать	4610	1	с чувством	с + Sins	образ действия	61079
ловить,поймать	4610	1	в грохоте колёс	в + Sloc	стимул	61082
ловить,поймать	4611	1	для Тани и Кянукука	для + Sgen	цель	61022
любить	4644	1	очень	NULL	NULL	61121
любить	4644	2	так как я её люблю	NULL	NULL	61143
любить	4644	2	очень	NULL	NULL	61144
любить	4646	1	У нас	NULL	NULL	61102
любить	4646	1	как некоторые дамы , которые 24 часа в сутки заняты только своей особой	NULL	NULL	61106
любить	4646	1	как	NULL	NULL	61129
любить	4646	1	никогда	NULL	NULL	61131
любить	4646	1	как и все	NULL	NULL	61134
любить	4646	1	как	NULL	NULL	61157
любить	4646	1	ужасно	NULL	NULL	61162
любить	4646	2	совсем	NULL	NULL	61165
любить	4650	1	очень	NULL	NULL	61109
любить	4650	1	просто	NULL	NULL	61111
любить	4650	1	вообще	NULL	NULL	61127
любить	4650	1	больше, чем жареную.	NULL	NULL	61141
любить	4650	1	не очень	NULL	NULL	61142
любить	4650	1	всё равно	NULL	NULL	61148
любить	4650	1	не очень	NULL	NULL	61168
любить	4650	1	очень	NULL	NULL	61172
любить	4650	1	откровенно говоря	NULL	NULL	61191
любить	4650	2	так	NULL	NULL	61194
любить	4650	1	всегда	NULL	NULL	61195
любить	4651	1	особенно в первый период войны	NULL	NULL	61153
любить	4651	1	особенно	NULL	NULL	61177
любить	4651	1	лучше	NULL	NULL	61185
любить	17687	1	сильно	NULL	NULL	61135
любить	17688	1	только	NULL	NULL	61158
любить,любить	4648	1	на свете	NULL	NULL	61151
любить,любить	4651	1	на ходу	NULL	NULL	61199
любить,любить	17838	1	на свете	NULL	NULL	61151
любоваться	13188	1	Иногда	ADV	узуальность	102045
любоваться	13188	1	Каждый раз	Sacc	частота	102053
любоваться	13188	1	ничем не застланными глазами	Sins	инструмент	102088
любоваться,любоваться,полюбоваться,полюбоваться	4654	1	тайно	ADV	образ действия	102025
любоваться,любоваться,полюбоваться,полюбоваться	4654	1	на танцплощадке	на + Sloc 	место	102031
любоваться,полюбоваться	4654	1	невольно	ADV	мотивировка	102026
любоваться,полюбоваться	4654	1	поневоле	ADV	воля	102028
любоваться,полюбоваться	4654	1	наперёд	ADV		102037
любоваться,полюбоваться	4654	1	всё реже и реже	ADV	частота	102038
любоваться,полюбоваться	4654	1	тогда	ADV	время	102043
любоваться,полюбоваться	4654	1	всегда	ADV	узуальность	102049
любоваться,полюбоваться	4654	1	невольно	ADV	мотивировка	102057
любоваться,полюбоваться	4654	1	иногда	ADV	узуальность	102060
любоваться,полюбоваться	4654	1	подолгу	ADV	длительность	102063
любоваться,полюбоваться	4654	1	со стороны	с + Sgen	начальная точка	102074
любоваться,полюбоваться	4654	1	при свете фонарей и луны	при + Sloc	одновременность	102086
любоваться,полюбоваться	4654	2	с Кожуховского моста .	с + Sgen	начальная точка	102092
любоваться,полюбоваться	4654	1	бывало	PARENTH	узуальность	102104
любоваться,полюбоваться	4654	1	очень	ADV	степень	102106
любоваться,полюбоваться	4654	1	молча	Vger	образ действия	102108
любоваться,полюбоваться	4654	1	невольно	ADV	мотивировка	102110
любоваться,полюбоваться	4654	1	долго	ADV	длительность	102113
любоваться,полюбоваться	4654	1	невольно	ADV	мотивировка	102114
любоваться,полюбоваться	4654	1	у Толстого	у + Sgen	посессор	102118
любоваться,полюбоваться	4654	1	долго	ADV	длительность	102122
любоваться,полюбоваться	4654	1	слишком много	ADV	длительность	102125
любоваться,полюбоваться	4654	1	всё	PART	длительность	102131
любовь,объясниться,объясняться	14136	1	здесь	ADV	место	115357
любовь,объясниться,объясняться	14136	1	как	ADV	способ	115445
матка,матка,правда,правда,резать,резать	15676	1	в глаза	в + Sacc	образ действия	123957
матка,правда,резать	15676	2	в глаза	в + Sacc	образ действия	123888
матка,правда,резать	15676	1	в глаза	в + Sacc	образ действия	123899
махать,махать,помахать,помахать	4673	1	над костром	над + Sins	место	112730
махать,махать,помахать,помахать	4673	1	В тумане	в + Sloc	место	112745
махать,махнуть	4671	1	Изо всех сил	из + Sgen	степень	112735
махать,помахать	4672	1	вслед	ADV	преследуемое	112728
махать,помахать	4672	1	рукой	Sins	инструмент	112737
махать,помахать	4673	1	на себя	на + Sacc	конечная точка	112742
мелькать,мелькать,мелькнуть,мелькнуть	4678	1	всё время	NULL	NULL	130807
мелькать,мелькать,мелькнуть,мелькнуть	4681	1	Иногда	NULL	NULL	130730
мелькать,мелькнуть	4677	1	быстро	NULL	NULL	130740
мелькать,мелькнуть	4677	1	где всё ещё	NULL	NULL	130744
мелькать,мелькнуть	4677	1	со свистом.	NULL	NULL	130758
мелькать,мелькнуть	4677	1	у всех	NULL	NULL	130759
мелькать,мелькнуть	4677	1	спицами	NULL	NULL	130768
мелькать,мелькнуть	4677	1	как водяные тени	NULL	NULL	130805
мелькать,мелькнуть	4678	1	что только	NULL	NULL	130731
мелькать,мелькнуть	4678	1	Редко-редко	NULL	NULL	130739
мелькать,мелькнуть	4678	1	то и дело	NULL	NULL	130752
мелькать,мелькнуть	4678	1	Везде	NULL	NULL	130756
мелькать,мелькнуть	4678	1	всё чаще	NULL	NULL	130757
мелькать,мелькнуть	4678	1	передо мной	NULL	NULL	130775
мелькать,мелькнуть	4678	1	тоже	NULL	NULL	130780
мелькать,мелькнуть	4678	1	сегодня	ADV	время	130781
мелькать,мелькнуть	4678	1	без звука	NULL	NULL	130784
мелькать,мелькнуть	4678	1	в целых экипажах	в + Sloc	депиктив	130790
мелькать,мелькнуть	4678	1	нередко	NULL	NULL	130792
мелькать,мелькнуть	4678	1	то и дело	NULL	NULL	130818
мелькать,мелькнуть	4678	1	смутно	NULL	NULL	130819
мелькать,мелькнуть	4679	1	вдруг	NULL	NULL	130789
мелькать,мелькнуть	4679	1	довольно часто	NULL	NULL	130798
мелькать,мелькнуть	4681	1	Как будто	NULL	NULL	130737
мелькать,мелькнуть	13506	1	у меня	NULL	NULL	130741
менять,менять,менять,поменять,поменять,поменять	4687	1	тогда	ADV	время	61237
менять,менять,поменять,поменять	4687	1	трижды	Sacc	узуальность	61277
менять,менять,поменять,поменять	12973	1	мгновенно	ADV	скорость	61233
менять,поменять	4683	1	На улицах города	на + Sloc 	место	61213
менять,поменять	4683	1	постоянно	ADV	узуальность	61290
менять,поменять	4687	1	виртуозно	ADV	оценка	61204
менять,поменять	4687	1	почаще	ADV	частота	61215
менять,поменять	4687	1	как перчатки	как + Sx	сравнение	61218
менять,поменять	4687	2	к свиданию	к + Sdat	причина	61260
менять,поменять	4687	1	давно	ADV	длительность	61265
менять,поменять	4687	1	постоянно	ADV	узуальность	61275
менять,поменять	4687	1	После окончания первого этапа полирования ( появления блеска )	после + Sgen	последовательность	61282
менять,поменять	4687	1	беспрестанно	ADV	узуальность	61292
менять,поменять	4687	1	почаще	ADV	частота	61293
метать	4725	1	в его адрес	в + Sacc	адресат	84362
метать	4728	1	всё	PART	узуальность	84364
метать	4734	1	только в ту реку	в + Sacc	конечная точка	84373
метать,метнуть	4722	2	без промаха	без + Sgen	оценка	84368
метать,метнуть	4723	1	по очереди	по + Sdat	образ действия	84378
метать,метнуть	4733	1	попроворней	ADV	скорость	84365
метать,метнуть	4733	1	перед свиньями	перед + Sins	адресат	84372
метаться	4740	1	до подъёма	до + Sgen	время	102138
метаться	4741	1	как в бреду	как + Sx	сравнение	102165
метаться	4741	1	воя от хлынувшего страдания и потеряв всякий характер	Vger	сопутствующая ситуация	102246
метаться	4742	1	отчаянно	ADV	интенсивность	102146
метаться	4742	1	на койке, приставленной вплотную	на + Sloc 	место	102195
метаться	13796	1	сейча	ADV	время	102139
метаться	13800	1	разевая рты и махая руками	Vger	сопутствующая ситуация	102155
метаться	13800	1	Как желна	как + Sx	сравнение	102180
метаться	13807	1	как солнечный зайчик	как + Sx	сравнение	102205
метаться,метаться	4740	1	с вечера	с + Sins	время - предел	102159
метаться,метаться,метаться,метнуться,метнуться,метнуться	4735	1	волоча детей	Vger	способ	102170
метаться,метаться,метнуться,метнуться	4735	1	тихо	ADV	звук	102147
метаться,метаться,метнуться,метнуться	4735	1	иной раз	Sacc	узуальность	102215
метаться,метаться,метнуться,метнуться	4737	1	и сейчас	ADV	время	102144
метаться,метаться,метнуться,метнуться	4738	1	со своей стеклотарой	с + Sins	комитатив	102169
метаться,метаться,метнуться,метнуться	4738	1	вдвоём	ADV	образ действия	102241
метаться,метнуться	4735	1	целыми часами	Sins	длительность	102154
метаться,метнуться	4735	2	вдруг	ADV	неожиданность	102163
метаться,метнуться	4735	1	Весь этот день	Sacc	длительность	102164
метаться,метнуться	4735	2	как ветви деревьев	как + Sx	сравнение	102175
метаться,метнуться	4735	1	красным зверем	Sins	сравнение	102196
метаться,метнуться	4735	1	как ни	CONJ		102198
метаться,метнуться	4735	1	постоянно	ADV	узуальность	102212
метаться,метнуться	4735	1	ишь как	ADV	степень	102217
метаться,метнуться	4735	1	без всякого толка и смысла	без + Sgen	оценка	102232
метаться,метнуться	4735	1	как стая испуганных птиц	как + Sx	сравнение	102239
метаться,метнуться	4736	1	пока не нашла выход из положения	пока + CL	сопутствующая ситуация	102188
метаться,метнуться	4736	1	не присаживаясь	Vger	сопутствующая ситуация	102194
метаться,метнуться	4736	1	как угорелые	как + Sx	сравнение	102222
метаться,метнуться	4737	1	на своей яхте " Бель ами "	на + Sloc 	место	102182
метаться,метнуться	4737	2	невидимо	ADV	образ действия	102193
метаться,метнуться	4737	1	серебряными черпаками наполняя из бассейнов плоские чаши	Vger	сопутствующая ситуация	102234
метаться,метнуться	4738	1	В ужасе	в + Sloc	причина	102142
метаться,метнуться	4738	1	сейчас	ADV	время	102148
метаться,метнуться	4738	1	клубя пыль	Vger	образ действия	102149
метаться,метнуться	4738	1	разметывая по сторонам движение мещан	Vger	сопутствующая ситуация	102187
метаться,метнуться	4738	1	в беспокойстве	в + Sloc	фоновая ситуация	102209
метаться,метнуться	4738	1	неделями	Sins	длительность	102211
метаться,метнуться	4738	1	точно чего ищет	точно + CL	сравнение	102219
метаться,метнуться	4738	1	долго	ADV	длительность	102223
метаться,метнуться	4738	2	ломая руки и повторяя , как леди Макбет :" It will make me mad! It will make me mad!"	Vger	сопутствующая ситуация	102247
метаться,метнуться	4738	1	не зажигая света	Vger	сопутствующая ситуация	102248
метаться,метнуться	4739	1	В темноте	в + Sloc	место	102145
метаться,метнуться	4743	1	внутри	ADV	место	102190
метаться,метнуться	4743	1	внизу	ADV	место	102224
метаться,метнуться	4743	1	отчаянно	ADV	интенсивность	102225
метаться,метнуться	4744	1	во всю силу	в + Sacc	степень	102176
метаться,метнуться	4745	1	беспокойно	ADV	образ действия	102202
метаться,метнуться	4745	1	в Екатерине Ивановне	в + Sloc	место	102228
мечтать	4748	1	В те дни	в + Sacc	время	61370
мечтать	4748	1	когда	ADVPRO	время	61385
мечтать	4748	1	с детства	с + Sgen	длительность	61397
мечтать	4749	1	Тогда	ADV	время	61301
мечтать	4749	1	давно	ADV	время	61303
мечтать	4749	2	Никогда	ADV	узуальность	61311
мечтать	4749	1	в этих стенах	в + Sloc	место	61321
мечтать	4749	1	С детства	с + Sgen	длительность	61327
мечтать	4749	1	давно	ADV	время	61328
мечтать	4749	1	тайно	ADV	образ действия	61337
мечтать	4749	3	давно	ADV	время	61351
мечтать	4749	1	сорок лет	Sacc	длительность	61357
мечтать	4749	2	прежде	ADV	время	61359
мечтать	4749	1	с детства	с + Sgen	длительность	61361
мечтать	4749	1	как и все актёры	как + Sx	сравнение	61362
мечтать	4749	1	посреди новых впечатлений	посреди + Sgen	сфера	61380
мечтать	4749	3	во сне	в + Sloc	место	61381
мечтать	4749	1	подолгу	ADV	длительность	61387
мечтать	4749	1	с наслаждением	с + Sins	образ действия	61391
мечтать	4749	1	В ранней юности	в + Sloc	возраст	61399
мечтать	4750	1	втайне	ADV	образ действия	61308
мечтать	4750	1	с тех давних пор	с + Sgen	длительность	61310
мечтать	4750	1	Всю жизнь	Sacc	длительность	61314
мечтать	4750	1	давно	ADV	время	61316
мечтать	4750	1	в те времена	в + Sacc	время	61317
мечтать	4750	1	всё	PART	длительность	61338
мечтать	4750	1	Одно время	Sacc	узуальность	61340
мечтать	4750	1	всю жизнь	Sacc	длительность	61347
мечтать	4750	1	всю жизнь	Sacc	длительность	61348
мечтать	4750	1	втайне	ADV	образ действия	61350
мечтать	4750	1	давно	ADV	время	61355
мечтать	4750	1	Тем более	ADV	дискурс	61365
мечтать	4750	1	В начале года	в + Sloc	время	61366
мечтать	4750	1	с детства	с + Sgen	длительность	61368
мечтать	4750	1	затем	ADV	последовательность	61371
мечтать	4750	1	Мало того	PARENTH	дискурс	61375
мечтать	4750	1	и теперь	ADV	время	61376
мечтать	12416	1	очень	ADV	степень	61315
мечтать	12416	1	Когда	ADVPRO	время	61346
мечтать	12970	1	иногда	ADV	узуальность	61334
мечтать,мечтать	4749	1	там	ADV	место	61307
мечтать,мечтать	4749	1	Потом	ADV	последовательность	61335
мечтать,мечтать	4749	1	только теперь	ADV	время	61379
мечтать,мечтать	4749	1	долго	ADV	длительность	61390
молиться	4780	1	У нас	у + Sgen	посессор	61403
молиться	4780	2	как на святых	как + Sx	сравнение	61418
молиться	4780	1	в своё время	в + Sacc	время	61490
молиться	12418	1	там	ADV	место	61416
молиться	13010	1	про себя	про + Sacc	образ действия	61425
молиться	13010	1	второй раз	Sacc	узуальность	61466
молиться	13013	2	раньше всего	ADV	время	61460
молиться	13013	2	ежедневно	ADV	частота	61476
молиться,молиться	4780	1	про себя	про + Sacc	образ действия	61424
молиться,молиться	13013	1	в этом двойном единстве с праведником и с грешником	в + Sloc	образ действия	61461
молиться,молиться,молиться,молиться,помолиться,помолиться,помолиться,помолиться	4775	1	уже в 650 году	в + Sloc	время	61451
молиться,молиться,молиться,помолиться,помолиться,помолиться	4775	1	мало	ADV	степень	61436
молиться,молиться,молиться,помолиться,помолиться,помолиться	4775	1	Зиму и лето	Sacc	длительность	61498
молиться,молиться,помолиться,помолиться	4775	1	Сейчас	ADV	время	61423
молиться,молиться,помолиться,помолиться	4775	1	С древнерусским пыланием глаз	с + Sins	депиктив	61439
молиться,молиться,помолиться,помолиться	4775	2	сейчас	ADV	время	61459
молиться,молиться,помолиться,помолиться	4776	1	Раньше	ADV	время	61412
молиться,молиться,помолиться,помолиться	4776	1	всегда	ADV	узуальность	61488
молиться,помолиться	4775	2	на ночь	на + Sacc	время - предел	61411
молиться,помолиться	4775	1	застенчиво	ADV	образ действия	61413
молиться,помолиться	4775	1	четыре года	Sacc	длительность	61438
молиться,помолиться	4775	1	Непрестанно	ADV	узуальность	61456
молиться,помолиться	4775	1	только на латыни	на + Sloc 	способ	61468
молиться,помолиться	4775	1	усерднее	ADV	степень	61472
молиться,помолиться	4775	1	утром и вечером	Sins	время	61478
молиться,помолиться	4775	1	смиренно и важно	ADV	образ действия	61479
молиться,помолиться	4775	1	долго	ADV	длительность	61499
молиться,помолиться	4776	1	В детстве	в + Sloc	время	61407
молиться,помолиться	4776	2	никогда	ADV	узуальность	61420
молиться,помолиться	4776	1	вместе	ADV	комитатив	61435
молиться,помолиться	4776	2	Там	ADV	место	61437
молиться,помолиться	4776	1	в трепете	в + Sloc	причина	61462
молиться,помолиться	4776	1	прилежнее	ADV	образ действия	61482
молиться,помолиться	4776	1	струся	Vger	мотивировка	61485
молиться,помолиться	4777	1	до сих пор	до + Sgen	длительность - предел	61444
молиться,помолиться	4777	1	в алтаре	в + Sloc	место	61474
молиться,помолиться	4777	1	усердно	ADV	интенсивность	61481
молиться,помолиться	4777	1	во время нашей трапезы	в + Sacc	время	61483
молиться,помолиться	4777	1	в Тихвине	в + Sloc	место	61494
молиться,помолиться	4777	1	без всяких отлагательств	без + Sgen	время наступления	61497
молиться,помолиться	4778	1	Прежде	ADV	время	61441
морщиться,морщиться,поморщиться,поморщиться	11523	1	при этом	при + Sloc	одновременность	33178
морщиться,морщиться,поморщиться,поморщиться	11523	1	недовольно	ADV	эмоция	34191
морщиться,морщиться,поморщиться,поморщиться	11523	1	время от времени	Sacc	частота	84537
морщиться,морщиться,поморщиться,поморщиться,сморщиться,сморщиться	4812	1	нехотя	ADV	волитивный	84602
морщиться,наморщиться,поморщиться,сморщиться	4810	1	на его руках	на + Sloc 	место	35358
морщиться,наморщиться,поморщиться,сморщиться	4810	1	с усилием	с + Sins	образ действия	84555
морщиться,наморщиться,поморщиться,сморщиться	4810	1	в страдальческой гримасе	в + Sloc	образ действия	84567
морщиться,наморщиться,поморщиться,сморщиться	4810	1	продольными складками	Sins	способ	84573
морщиться,наморщиться,поморщиться,сморщиться	4810	1	в уголках	в + Sloc	место	84574
морщиться,наморщиться,поморщиться,сморщиться	4811	1	кисло	ADV	образ действия	84605
морщиться,поморщиться	11523	1	брезгливо	ADV	образ действия	33152
морщиться,поморщиться	11523	1	мучительно	ADV		33154
морщиться,поморщиться	11523	1	внутренне	ADV	образ действия	33159
морщиться,поморщиться	11523	1	мучительно	ADV		33160
морщиться,поморщиться	11523	1	Страдальчески	ADV		33165
морщиться,поморщиться	11523	1	страдальчески	ADV	эмоция	33177
морщиться,поморщиться	11523	1	раздражённо	ADV	эмоция	33184
морщиться,поморщиться	11523	1	досадливо	ADV	образ действия	34190
морщиться,поморщиться	11523	1	слегка	ADV	степень	34194
морщиться,поморщиться	11523	1	наверное	PARENTH	точность	34197
морщиться,поморщиться	11523	1	неприятно	ADV	оценка	34200
морщиться,поморщиться	11523	1	с досадой и брезгливостью	с + Sins	депиктив	34205
морщиться,поморщиться	11523	1	с укором	с + Sins	образ действия	34208
морщиться,поморщиться	11523	1	болезненно	ADV	мотивировка	34209
морщиться,поморщиться	11523	1	слегка	ADV	степень	34210
морщиться,поморщиться	11523	1	наконец	PARENTH	дискурс	34212
морщиться,поморщиться	11523	1	виновато	ADV	мотивировка	34215
морщиться,поморщиться	11523	1	снисходительно	ADV	эмоция	34217
морщиться,поморщиться	11523	1	страдальчески	ADV	эмоция	34225
морщиться,поморщиться	11523	1	слегка	ADV	степень	34229
морщиться,поморщиться	11523	1	ещё раз	Sacc	узуальность	34232
морщиться,поморщиться	11523	1	страдальчески	ADV	эмоция	34234
морщиться,поморщиться	11523	1	досадливо	ADV	образ действия	34237
морщиться,поморщиться	11523	1	недовольно	ADV	эмоция	34244
морщиться,поморщиться	11523	1	страдальчески	ADV	эмоция	34251
морщиться,поморщиться	11523	1	неприветливо	ADV	образ действия	34253
морщиться,поморщиться	11523	1	раздражённо	ADV	эмоция	34254
морщиться,поморщиться	11523	1	брезгливо	ADV	образ действия	34257
морщиться,поморщиться	11523	1	досадливо	ADV	образ действия	34259
морщиться,поморщиться	11523	1	отчего	ADV	причина	34261
морщиться,поморщиться	11523	1	строго	ADV	образ действия	34266
морщиться,поморщиться	11523	1	недовольно	ADV	эмоция	34267
морщиться,поморщиться	11523	1	с лёгкой досадой	с + Sins	образ действия	34269
морщиться,поморщиться	11523	1	чуть	ADV	степень	34271
морщиться,поморщиться	11523	1	При слове " агитстихи "	при + Sloc	последовательность	34276
морщиться,поморщиться	11523	2	невольно	ADV	мотивировка	34277
морщиться,поморщиться	11523	1	слегка	ADV	степень	34283
морщиться,поморщиться	11523	1	слегка	ADV	степень	34284
морщиться,поморщиться	11523	1	бесполезно	ADV	цель	34285
морщиться,поморщиться	11523	1	мучительно	ADV	NULL	34289
морщиться,поморщиться	11523	1	Страдальчески	ADV	эмоция	84536
морщиться,поморщиться	11523	1	внутренне	ADV	образ действия	84538
морщиться,поморщиться	11523	1	болезненно	ADV	мотивировка	84544
морщиться,поморщиться	11523	2	уже много лет	Sacc	длительность	84561
морщиться,поморщиться	11523	1	как от зубной боли	как + Sx	сравнение	84562
морщиться,поморщиться	11523	1	попивая грузинское вино	Vger	сопутствующая ситуация	84576
морщиться,поморщиться	11523	1	часто	ADV	частота	84592
морщиться,поморщиться	11523	1	гадливо	ADV	мотивировка	84604
морщиться,поморщиться,сморщиться	4812	1	в сумрачном однообразии смены месяцев и годов	в + Sloc	образ действия	35359
мочь,не,смочь,терпеть	11459	1	ещё	ADV	NULL	31573
мочь,не,смочь,терпеть	11459	1	Теперь	ADV	время	31578
мочь,не,смочь,терпеть	11459	1	по натуре	по + Sdat	NULL	31616
мочь,смочь	4824	1	теперь	ADV	время	61543
мочь,смочь	4825	1	иначе	ADV	замещение	61542
мочь,смочь	4825	1	разве что	CONJ	точность	61550
мочь,смочь	4825	1	просто	ADV	NULL	61563
мочь,смочь	4825	2	почему	ADV	причина	61577
мочь,смочь	4825	1	Разве	PART	NULL	61578
мочь,смочь	4825	1	Насилу	ADV	NULL	61579
мочь,смочь	4825	1	сам	APRO	самостоятельность	61591
мочь,смочь	4827	1	иногда	ADV	узуальность	61585
мучить	4832	1	Всю дорогу	Sacc	узуальность	112929
мучить	4832	1	За что	за + Sacc	мотивировка	112930
мучить	4832	1	постоянно	ADV	NULL	112934
мучить	4832	1	ну что	ADV	причина	112941
мучить	4832	1	Что ж	ADV	причина	112953
мучить	4832	2	видя как они обманывают[ тебя]	Vger	мотивировка	112978
мучить	4832	1	За что	за + Sacc	мотивировка	112985
мучить	4832	1	немилосердо	ADV	интенсивность	112999
мучить	4832	1	Четвёртый год	Sacc	длительность	113000
мучить	4832	2	ради Христа	ради + Sgen	бенефициант	113015
мучить	4832	1	к чему	к + Sdat	мотивировка	113018
мучить	4832	1	Зачем	ADV	причина	113021
мучить	4832	1	там	ADV	место	113022
мучить	4833	2	весь единственный свой выходной день	Sacc	длительность	112948
мучить	4833	1	насмерть	ADV	результат	112961
мучить	4833	2	прежде времени	прежде + Sgen	одновременность	112972
мучить	4833	2	больше	ADV	узуальность	113020
мучить	4834	1	немного	ADV	степень	112924
мучить	4834	1	весь вечер, всю ночь	Sacc	длительность	112928
мучить	4834	1	ужасно	ADV	степень	112937
мучить	4834	1	чрезвычайно	ADV	степень	112944
мучить	4834	1	жутко	ADV	степень	112950
мучить	4834	1	всю жизнь	Sacc	узуальность	112955
мучить	4834	1	Когда-то	ADV	время	112970
мучить	4834	3	к вечеру	к + Sdat	время — предел	112988
мучить	4834	1	загодя	ADV	время — предел	112993
мучить	4834	1	больше всего	ADV	степень	112994
мучить	4834	1	так	ADV	способ	113010
мучить	4834	1	вечно	ADV	узуальность	113013
мучить	4834	1	Кроме оврага	кроме + Sgen	NULL	113019
мучить,мучить	4832	1	до психоза	до + Sgen	предел	112935
мучить,мучить	4832	1	так	ADV	способ	112938
мучить,мучить	4832	1	здесь	ADV	место	112962
мучить,мучить	4832	1	тебе	Sdat	бенефициант	112987
мучить,мучить	4832	1	Часа два	Sacc	длительность	113009
мучить,мучить	4832	1	зачем , почему	ADV	причина	113011
мучить,мучить	4834	1	всегда	ADV	узуальность	112960
мучить,мучить	4834	1	Даже сегодня	ADV	время	113006
мучить,мучить,мучить	4832	1	А то что же	ADV	дискурс	112958
мучить,мучить,мучить	4834	1	всю дорогу	Sacc	узуальность	112943
мыкать	14202	1	где-то	ADV	место	84683
мыслить	4846	1	здесь	ADV	место	102285
мыслить	4846	1	регулярно	ADV	узуальность	102322
мыслить	4846	3	всегда	ADV	узуальность	102359
мыслить	4847	2	в эти минуты	в + Sacc	время	102271
мыслить	4847	1	На высоте девяти тысяч	на + Sloc 	место	102287
мыслить	4847	1	всегда	ADV	узуальность	102327
мыслить	13213	1	только в анатомических атласах	в + Sloc	место	102277
мыслить	13213	1	в царстве деревьев и трав	в + Sloc	место	102302
мыслить	13213	3	нигде, кроме Грузии	в + Sloc	место	102311
мыслить	13213	1	Гипотетически	ADV	образ действия	102367
мыслить	13215	1	всегда	ADV	узуальность	102306
мыслить	13219	1	по ночам	по + Sdat	время	102262
мыслить	13219	1	по ночам	по + Sdat	время	102265
мыслить	13219	1	когда	ADV	время	102361
мыслить	13224	1	на своём самоварном языке	на + Sloc 	образ действия	102370
мыслить	13224	1	на своём, самоварном, языке	на + Sloc 	образ действия	102371
мыслить	13225	2	совсем	ADV	степень	102362
мыслить	13226	1	совсем	ADV	степень	102301
наблюдать	4872	1	с интересом	с + Sins	фоновая ситуация	143212
навести,наводить	4888	1	При всей политической и профессиональной разнородности перечисленных выше кандидатов	при + Sloc	уступка	49707
навести,наводить	4890	1	Выходя на площадку,	Vger	сопутствующая ситуация	49719
навести,наводить	4892	1	с целью определения их точных координат	с + Sins	цель	49721
навести,наводить	4892	1	После этого	после + Sgen	последовательность	49730
навести,наводить	4895	1	получше, чем участковый милиционер	ADV	оценка	49716
навести,наводить	4895	1	железной рукой	Sins	образ действия	49727
навести,наводить	4895	1	железной рукой	Sins	образ действия	49728
навестить,навестить,навестить,навещать,навещать,навещать	4898	1	23 и 27 декабря	Sgen	время	49561
навестить,навестить,навестить,навещать,навещать,навещать	4898	2	кроме него	кроме + Sgen		49611
навестить,навестить,навешать,навешать,навещать,навещать	4899	1	с каким	с + Sins	фоновая ситуация	49582
навестить,навестить,навещать,навещать	4898	1	Уже после войны, в 70-е годы	после + Sgen	предшествующая ситуация	49567
навестить,навестить,навещать,навещать	4898	2	часто	ADV	частота	49588
навестить,навестить,навещать,навещать	4898	1	теперь	ADVPRO	время	49597
навестить,навестить,навещать,навещать	4898	2	как-нибудь	ADV	время	49659
навестить,навешать,навещать	4899	1	Изредка	ADV	частота	49591
навестить,навешать,навещать	4899	2	Как-то 7 лет назад	Sacc	время	49601
навестить,навещать	4898	1	первым	Ains	депиктив	49563
навестить,навещать	4898	1	регулярно	ADV	узуальность	49564
навестить,навещать	4898	1	зачем	ADV	причина	49565
навестить,навещать	4898	2	частенько	ADV	частота	49566
навестить,навещать	4898	2	раз в неделю	Sacc	узуальность	49569
навестить,навещать	4898	1	когда	ADVPRO	время	49570
навестить,навещать	4898	1	часто	ADV	частота	49573
навестить,навещать	4898	1	при всякой оказии	при + Sloc	узуальность	49575
навестить,навещать	4898	1	даже после упразднения его должности	после + Sgen	предшествующая ситуация	49576
навестить,навещать	4898	1	сейчас	ADV	время	49578
навестить,навещать	4898	1	(соседка все-таки по кухне)	CL	уточнение	49579
навестить,навещать	4898	1	обычно	ADV	узуальность	49580
навестить,навещать	4898	2	снова	ADV	узуальность	49585
навестить,навещать	4898	2	в другой раз	в + Sacc	время	49587
навестить,навещать	4898	2	давно	ADV	время	49596
навестить,навещать	4898	2	именно в эту ночь	в + Sacc	время	49599
навестить,навещать	4898	2	сегодня вечером	ADV	время	49600
навестить,навещать	4898	1	ежегодно,	ADV	частота	49605
навестить,навещать	4898	1	Отчего же	ADV	причина	49618
навестить,навещать	4898	1	во время осенних пролетов	в + Sacc	время	49620
навестить,навещать	4898	2	от того времени	от + Sgen	время	49621
навестить,навещать	4898	2	почти	ADV	точность	49627
навестить,навещать	4898	1	год назад	Sacc	время	49629
навестить,навещать	4898	1	Периодически	ADV	узуальность	49632
навестить,навещать	4898	2	на увольнительные	на + Sacc	способ	49634
навестить,навещать	4898	1	постепенно	ADV	скорость	49641
навестить,навещать	4898	1	Пока	ADV		49643
навестить,навещать	4898	1	каждый день	Sacc	частота	49646
навестить,навещать	4898	1	иногда	ADV	узуальность	49648
навестить,навещать	4898	1	часто	ADV	частота	49656
навестить,навещать	4898	1	В последний раз	в + Sacc	узуальность	49658
надвигаться,надвигаться,надвигаться,надвинуться,надвинуться,надвинуться	4913	1	когда	ADVPRO	время	84991
надвигаться,надвигаться,надвинуться,надвинуться	4913	1	Тогда	ADV	время	85001
надвигаться,надвинуться	4910	1	совершенно	ADV	степень	84997
