ConstrIndex	ExIndex	PlaceC	Phrase	Form	Role	Type	KeyLexemes
5309	50352	1	Посещая парки развлечении в Америке	Vger	сопутствующая ситуация	Circum	обнаруживать,обнаруживать,обнаружить,обнаружить
5309	62933	1	с изумлением	с + Sins	фоновая ситуация	Circum	обнаруживать,обнаруживать,обнаружить,обнаружить
5310	50395	1	постигая азы географии	Vger	сопутствующая ситуация	Circum	обнаруживать,обнаруживать,обнаружить,обнаружить
12186	50385	1	сразу	ADV	время наступления	Circum	обнаруживать,обнаруживать,обнаружить,обнаружить
17841	62922	1	должен был	Abrev	необходимость	Modal	обнаруживать,обнаруживать,обнаружить,обнаружить
17844	62947	1	не	PART	NULL	Modal	обнаруживать,обнаруживать,обнаружить,обнаружить
17844	62964	1	якобы	PART	эвиденциальность	Modal	обнаруживать,обнаруживать,обнаружить,обнаружить
17847	62969	1	примерно в 800 году от Рождества Христова	в + Sloc	момент времени	Circum	обнаруживать,обнаруживать,обнаружить,обнаружить
17847	62972	1	Ещё в 1721 году	в + Sloc	период времени	Circum	обнаруживать,обнаруживать,обнаружить,обнаружить
17847	62984	1	не	PART	отрицание	Modal	обнаруживать,обнаруживать,обнаружить,обнаружить
17849	62977	1	позволяет	Vpraes	позволение	Control	обнаруживать,обнаруживать,обнаружить,обнаружить
17850	62913	1	было	V	прош.	Modal	обнаруживать,обнаруживать,обнаружить,обнаружить
17850	62976	1	в частности	PARENTH	узуальность	Modal	обнаруживать,обнаруживать,обнаружить,обнаружить
17850	62979	1	впервые	ADV	узуальность	Circum	обнаруживать,обнаруживать,обнаружить,обнаружить
17850	62982	1	был	V	прош.	Modal	обнаруживать,обнаруживать,обнаружить,обнаружить
17850	62986	1	может быть	PARENTH	предположение	Modal	обнаруживать,обнаруживать,обнаружить,обнаружить
17853	62970	1	Через семьсот тридцать семь дней четыре часа и восемь минут после этих слов	через + Sacc	срок	Circum	обнаруживать,обнаруживать,обнаружить,обнаружить
5305	50333	1	сегодня	ADV	время	Circum	обнаруживать,обнаружить
5305	50337	1	по которым	по + Sdat	основание	Circum	обнаруживать,обнаружить
5305	50340	1	однако	CONJ	противопоставление	Modal	обнаруживать,обнаружить
5305	50364	1	вне зависимости от ее заметности, скорости и высоты	вне + Sgen	причина	Circum	обнаруживать,обнаружить
5305	50367	1	по информации полигонных средств и МРЛС «Дон-2Н»	по + Sdat	цитация	Circum	обнаруживать,обнаружить
5305	50370	1	вдруг	ADV	неожиданность	Circum	обнаруживать,обнаружить
5305	50392	1	не	PART	отрицание	Modal	обнаруживать,обнаружить
5305	50398	1	рядом	ADV	место	Circum	обнаруживать,обнаружить
5305	50414	1	действительно	ADV	точность	Circum	обнаруживать,обнаружить
5305	50420	1	без ноги, без полового члена, или... без уха	без + Sgen	депиктив	Circum	обнаруживать,обнаружить
5305	50427	1	в XIX столетии	в + Sloc	время	Circum	обнаруживать,обнаружить
5305	50428	1	еле	ADV	степень	Circum	обнаруживать,обнаружить
5305	62918	1	не	PART	отрицание	Modal	обнаруживать,обнаружить
5305	62939	1	в 1910 году	в + Sloc	время	Circum	обнаруживать,обнаружить
5305	62957	1	поможет	V	социальное взаимодействие	Control	обнаруживать,обнаружить
5305	62997	1	сейчас же	ADV	одновременность	Circum	обнаруживать,обнаружить
5306	50336	1	В ходе рейда афганской полиции	в + ходе + Sgen	фоновая ситуация	Circum	обнаруживать,обнаружить
5306	50372	1	не	PART	отрицание	Modal	обнаруживать,обнаружить
5306	50373	1	проснувшись в одно прекрасное утро	Vger	предшествующая ситуация	Circum	обнаруживать,обнаружить
5306	50377	1	у него	у + Sgen	посессор	Circum	обнаруживать,обнаружить
5306	50390	1	без особого труда	без + Sgen	трудность	Circum	обнаруживать,обнаружить
5306	50400	1	Впрочем	PARENTH	противопоставление	Modal	обнаруживать,обнаружить
5306	50407	1	Правда	PART	дискурс	Modal	обнаруживать,обнаружить
5306	50417	1	действительно	ADV	точность	Circum	обнаруживать,обнаружить
5306	50430	1	часто	ADV	частота	Circum	обнаруживать,обнаружить
5306	50432	1	не	PART	отрицание	Modal	обнаруживать,обнаружить
5306	62901	1	Через несколько лет	через + Sacc	момент времени	Circum	обнаруживать,обнаружить
5306	62902	1	был	V	прош.	Gram	обнаруживать,обнаружить
5306	62909	1	вчера	ADV	момент времени	Circum	обнаруживать,обнаружить
5306	62910	1	и	PART		Modal	обнаруживать,обнаружить
5306	62914	1	например	PARENTH	пример	Modal	обнаруживать,обнаружить
5306	62931	1	Однажды	ADV	узуальность	Circum	обнаруживать,обнаружить
5306	62936	1	не	PART	отрицание	Modal	обнаруживать,обнаружить
5306	62937	1	был	V	прош.	Modal	обнаруживать,обнаружить
5306	62944	1	лишь	PART	ограничение	Modal	обнаруживать,обнаружить
5306	62950	1	вдруг	ADV	неожиданность	Circum	обнаруживать,обнаружить
5306	62953	1	не	PART	отрицание	Modal	обнаруживать,обнаружить
5306	62960	1	удалось	V	попытка	Modal	обнаруживать,обнаружить
5306	62978	1	можно	PRAEDIC	возможность	Modal	обнаруживать,обнаружить
5306	62980	1	не	PART	отрицание	Modal	обнаруживать,обнаружить
5307	62994	1	повторяю	V	речь	Modal	обнаруживать,обнаружить
5307	62999	1	тут	ADV	место	Circum	обнаруживать,обнаружить
5308	50332	1	вдруг	ADV	неожиданность	Circum	обнаруживать,обнаружить
5308	50353	1	как при первичной инфекции, так и при реактивации	как + Sx	сравнение	Circum	обнаруживать,обнаружить
5308	50355	1	по появлению коревых антител, изменению их титра и авидности	по + Sdat	основание	Circum	обнаруживать,обнаружить
5308	50363	1	лишь по одной шкале -- «Авторитет у одноклассников» ((/=1113; р-0,021)	по + Sdat	параметр	Circum	обнаруживать,обнаружить
5308	50369	1	Вдобавок	ADV	дискурс	Circum	обнаруживать,обнаружить
5308	50371	1	не	PART	отрицание	Modal	обнаруживать,обнаружить
5308	50374	1	Попутно	ADV	одновременность	Circum	обнаруживать,обнаружить
5308	50435	1	Для этого гидрида, как и для Ва,	для + Sgen	цель	Circum	обнаруживать,обнаружить
5308	62943	1	встав из-за стола	Vger	фоновая ситуация - причина	Circum	обнаруживать,обнаружить
5308	62959	1	кстати	PARENTH	дискурс	Modal	обнаруживать,обнаружить
5309	50338	1	Кроме того,	PARENTH	дискурс	Modal	обнаруживать,обнаружить
5309	50346	1	Действительно	ADV	точность	Circum	обнаруживать,обнаружить
5309	50351	1	Проходя мимо штабного уазика	Vger	сопутствующая ситуация	Circum	обнаруживать,обнаружить
5309	50391	1	в одно прекрасное тысячелетие	в + Sacc	время	Circum	обнаруживать,обнаружить
5309	50396	1	с изумлением	с + Sins	фоновая ситуация	Circum	обнаруживать,обнаружить
5309	50397	1	с некоторым удивлением	с + Sins	образ действия	Circum	обнаруживать,обнаружить
5309	50401	1	За это время	за + Sacc	срок	Circum	обнаруживать,обнаружить
5309	50412	1	Вернувшись в Лиму	Vger	предшествующая ситуация	Circum	обнаруживать,обнаружить
5309	50421	1	Когда же Дурнев вернулся за руль	когда + CL	одновременность	Circum	обнаруживать,обнаружить
5309	62906	1	вдруг	ADV	неожиданность	Circum	обнаруживать,обнаружить
5309	62948	1	Выгрузив красные гостинцы из чемодана	Vger	сопутствующая ситуация	Circum	обнаруживать,обнаружить
5309	62955	1	К тому же	к + Sdat	дискурс	Modal	обнаруживать,обнаружить
5309	62992	1	вдруг	ADV	неожиданность	Circum	обнаруживать,обнаружить
5311	50434	1	Например	PARENTH	дискурс	Modal	обнаруживать,обнаружить
5311	62903	1	снова	ADV	узуальность	Circum	обнаруживать,обнаружить
5311	62911	1	можно	PRAEDIC	возможность	Modal	обнаруживать,обнаружить
5311	62915	1	трудно	PRAEDIC	трудность	Circum	обнаруживать,обнаружить
12186	50327	1	мол	PART	цитация	Modal	обнаруживать,обнаружить
12186	50329	1	также	PART	тождество	Modal	обнаруживать,обнаружить
12186	50330	1	вдруг	ADV	неожиданность	Circum	обнаруживать,обнаружить
12186	50354	1	в то время как	в + Sacc	сопоставление	Circum	обнаруживать,обнаружить
12186	50429	1	До этого времени	до + Sgen	длительность - предел	Circum	обнаруживать,обнаружить
12186	50431	1	были	V	прош.	Gram	обнаруживать,обнаружить
12186	50433	1	можно	PRAEDIC	возможность	Control	обнаруживать,обнаружить
12186	62916	1	через 4 года	через + Sacc	срок	Circum	обнаруживать,обнаружить
12188	62905	1	вдруг	ADV	неожиданность	Circum	обнаруживать,обнаружить
17842	62928	1	не могла	V	возможность	Modal	обнаруживать,обнаружить
17842	62930	1	не	PART	отрицание	Modal	обнаруживать,обнаружить
17846	62961	1	в сентябре	в + Sloc	период времени	Circum	обнаруживать,обнаружить
17847	62923	1	можно	PRAEDIC	возможность	Modal	обнаруживать,обнаружить
17847	62938	1	во-первых	PARENTH	дискурс	Modal	обнаруживать,обнаружить
17850	62990	1	В частности	PARENTH	узуальность	Modal	обнаруживать,обнаружить
17855	62981	1	было	V	прош.	Modal	обнаруживать,обнаружить
17855	62983	1	При этом	при + Sloc	сопутствующая ситуация	Circum	обнаруживать,обнаружить
17874	62932	1	могла	V	возможность	Modal	обнаруживать,обнаружить
17843	62932	1	могла	V	возможность	Modal	обнаружить
17857	62954	1	Именно в тот год	в + Sacc	период времени	Circum	обнаружить
17873	62934	1	Вникая в архивные фонды синих тюльпанов	Vger	сопутствующая ситуация	Circum	обнаружить,обнаружить,обнаружить
5312	114876	1	вдруг	ADV	неожиданность	Circum	обнимать,обнимать,обнять,обнять
5312	114883	1	Порывисто	ADV	образ действия	Circum	обнимать,обнимать,обнять,обнять
5312	114866	1	нежно	ADV	образ действия	Circum	обнимать,обнять
5312	114867	1	с двух сторон	с + Sgen	образ действия	Circum	обнимать,обнять
5312	114870	1	должен	Abrev	внешняя необходимость	Control	обнимать,обнять
5312	114871	1	крепко	ADV	образ действия	Circum	обнимать,обнять
5312	114872	1	Впереди	ADV	место	Circum	обнимать,обнять
5312	114873	1	хотел	V	воля	Control	обнимать,обнять
5312	114877	1	бы	PART	сослаг.	Gram	обнимать,обнять
5312	114878	1	побледнев сильнее обычного	Vger	предшествующая ситуация	Circum	обнимать,обнять
5312	114879	1	крепче	ADV	степень	Circum	обнимать,обнять
5312	114880	1	хочется	Vimpers	воля	Control	обнимать,обнять
5312	114882	1	осторожно	ADV	образ действия	Circum	обнимать,обнять
5313	114869	1	Нужно	PRAEDIC	необходимость	Control	обнимать,обнять
5313	114885	1	поверх бушлата	поверх + Sgen	образ действия	Circum	обнимать,обнять
5325	143212	1	однозначно	ADV	точность	Circum	обогатить,обогащать
5347	114971	1	надо	PRAEDIC	необходимость	Control	обойти,обойти,обходить,обходить
5347	114976	1	может быть	PARENTH	предположение	Modal	обойти,обойти,обходить,обходить
5348	114970	1	Не	PART	отрицание	Modal	обойти,обойти,обходить,обходить
5350	114983	1	Необходимо	PRAEDIC	необходимость	Control	обойти,обойти,обходить,обходить
5343	114979	1	спиралью	Sins	форма	Circum	обойти,обходить
5343	114980	1	вокруг	ADV	место	Circum	обойти,обходить
5347	114975	1	не может	PART	отрицание	Modal	обойти,обходить
5351	114985	1	совсем	ADV	степень	Circum	обойти,обходить
5353	114966	1	Не	PART	отрицание	Modal	обойти,обходить
5353	114973	1	было	V	прош.	Gram	обойти,обходить
5358	114967	1	не может	Vpraes	возможность	Control	обойти,обходить
5363	63005	1	на свадьбе	на + Sloc 	фоновая ситуация	Circum	обойтись,обойтись,обходиться,обходиться
5363	63007	1	решат	Vfut	ментальный	Control	обойтись,обойтись,обходиться,обходиться
5363	63009	1	За столом	за + Sins	место	Circum	обойтись,обойтись,обходиться,обходиться
5363	63014	1	сможет	Vfut	возможность	Control	обойтись,обойтись,обходиться,обходиться
5363	63018	1	Тут	ADVPRO	дискурс	Circum	обойтись,обойтись,обходиться,обходиться
5362	63003	1	может	Vpraes	возможность	Control	обойтись,обходиться
5363	63004	1	не	PART	отрицание	Modal	обойтись,обходиться
5363	63008	1	Можно	PRAEDIC	возможность	Control	обойтись,обходиться
5363	63013	1	не	PART	отрицание	Modal	обойтись,обходиться
5363	63016	1	не	PART	отрицание	Modal	обойтись,обходиться
5364	63012	1	не	PART	отрицание	Modal	обойтись,обходиться
5378	50518	1	и	PART	NULL	Modal	обрабатывать,обрабатывать,обрабатывать,обработать,обработать,обработать
11832	50509	1	в таком случае	в + Sloc	условие	Circum	обрабатывать,обрабатывать,обрабатывать,обработать,обработать,обработать
11832	50533	1	в блоке управления	в + Sloc	место	Circum	обрабатывать,обрабатывать,обрабатывать,обработать,обработать,обработать
5375	50522	1	С его помощью	с + Sins	инструмент	Circum	обрабатывать,обработать
5379	50514	1	В сухую погоду для профилактики грибных болезней	в + Sacc	время	Circum	обрабатывать,обработать
5381	50507	1	так, что слезла почти вся кожа	ADV	степень	Circum	обрабатывать,обработать
11829	50510	1	В рамках своей задачи или, -- если шире, -- субкультуры	в + рамках + Sgen	фоновая ситуация	Circum	обрабатывать,обработать
11829	50512	1	На втором, занимавшем иногда несколько лет,	на + Sloc 	фаза	Circum	обрабатывать,обработать
11829	50521	1	логически	ADV	аспект	Circum	обрабатывать,обработать
11829	50523	1	просто невозможно	PRAEDIC	возможность	Control	обрабатывать,обработать
11830	50513	1	предварительно	ADV	образ действия	Circum	обрабатывать,обработать
11831	50516	1	В настоящее время	в + Sacc	время	Circum	обрабатывать,обработать
11832	50517	1	Там	ADV	место	Circum	обрабатывать,обработать
11832	50530	1	обладая способностью	S	возможность	Control	обрабатывать,обработать
8235	104408	1	могла	V	возможность	Control	обрадовать,обрадовать,обрадовать,радовать,радовать,радовать
8235	104427	1	можно	PRAEDIC	возможность	Control	обрадовать,обрадовать,обрадовать,радовать,радовать,радовать
8237	104378	1	будет	Vfut	буд.	Gram	обрадовать,обрадовать,обрадовать,радовать,радовать,радовать
8235	104364	1	не	PART	отрицание	Modal	обрадовать,обрадовать,радовать,радовать
8235	104383	1	не	PART	отрицание	Modal	обрадовать,обрадовать,радовать,радовать
8235	104388	1	очень	ADV	степень	Circum	обрадовать,обрадовать,радовать,радовать
8235	104392	1	не	PART	отрицание	Modal	обрадовать,обрадовать,радовать,радовать
8235	104407	1	не	PART	отрицание	Modal	обрадовать,обрадовать,радовать,радовать
8235	104410	1	сразу	ADV	время наступления	Circum	обрадовать,обрадовать,радовать,радовать
8235	104411	1	второй же раз	Sacc	узуальность	Circum	обрадовать,обрадовать,радовать,радовать
8235	104450	1	не	PART	отрицание	Modal	обрадовать,обрадовать,радовать,радовать
8235	104462	1	должно	Abrev	внешняя необходимость	Control	обрадовать,обрадовать,радовать,радовать
8235	104367	1	доселе	ADV	длительность - предел	Circum	обрадовать,радовать
8235	104370	1	всегда	ADV	узуальность	Circum	обрадовать,радовать
8235	104373	1	сейчас	ADV	время	Circum	обрадовать,радовать
8235	104384	1	Сейчас	ADV	время	Circum	обрадовать,радовать
8235	104395	1	Первое время	Sacc	фаза	Circum	обрадовать,радовать
8235	104398	1	сейчас	ADV	время	Circum	обрадовать,радовать
8235	104401	1	После болезни	после + Sgen	последовательность	Circum	обрадовать,радовать
8235	104403	1	не	PART	отрицание	Modal	обрадовать,радовать
8235	104409	1	глубоко	ADV	степень	Circum	обрадовать,радовать
8235	104414	1	Поначалу	ADV	фаза	Circum	обрадовать,радовать
8235	104417	1	очень	ADV	степень	Circum	обрадовать,радовать
8235	104423	1	не	PART	отрицание	Modal	обрадовать,радовать
8235	104428	1	и до сих пор	до + Sgen	длительность - предел	Circum	обрадовать,радовать
8235	104432	1	наконец	PARENTH	дискурс	Circum	обрадовать,радовать
8235	104441	1	по возможности	по + Sdat	возможность	Circum	обрадовать,радовать
8235	104445	1	не	PART	отрицание	Modal	обрадовать,радовать
8235	104446	1	очень	ADV	степень	Circum	обрадовать,радовать
8235	104448	1	целый день	Sacc	длительность	Circum	обрадовать,радовать
8235	104461	1	не	PART	отрицание	Modal	обрадовать,радовать
8235	104464	1	не	PART	отрицание	Modal	обрадовать,радовать
8235	104466	1	будет	Vfut	буд.	Gram	обрадовать,радовать
8235	104469	1	глубоко	ADV	степень	Circum	обрадовать,радовать
8235	104470	1	сердечно	ADV	интенсивность	Circum	обрадовать,радовать
8236	104420	1	очень	ADV	степень	Circum	обрадовать,радовать
8236	104436	1	особенно	ADV	степень	Circum	обрадовать,радовать
8236	104439	1	Особенно	ADV	степень	Circum	обрадовать,радовать
8237	104361	1	немало	ADV	степень	Circum	обрадовать,радовать
8237	104386	1	не	PART	отрицание	Modal	обрадовать,радовать
8237	104387	1	временами	Sins	узуальность	Circum	обрадовать,радовать
8237	104433	1	будет	Vfut	буд.	Gram	обрадовать,радовать
8237	104437	1	каждое лето	Sacc	частота	Circum	обрадовать,радовать
8237	104444	1	всё больше	ADV	степень	Circum	обрадовать,радовать
8238	71210	1	очень	ADV	степень	Circum	обрадоваться,обрадоваться,обрадоваться,радоваться,радоваться,радоваться
8238	71245	1	то	PART		Modal	обрадоваться,обрадоваться,радоваться,радоваться
8240	71230	1	было	V	прош.	Gram	обрадоваться,обрадоваться,радоваться,радоваться
8240	71273	1	ещё	ADV		Modal	обрадоваться,обрадоваться,радоваться,радоваться
8238	71207	1	уже	ADV		Modal	обрадоваться,радоваться
8238	71225	1	Вот	PART	дискурс	Modal	обрадоваться,радоваться
8238	71228	1	как	ADV	степень	Circum	обрадоваться,радоваться
8238	71233	1	так	ADV	степень	Circum	обрадоваться,радоваться
8238	71239	1	так	ADV	степень	Circum	обрадоваться,радоваться
8238	71256	1	со всеми одновременно	с + Sins	комитатив	Circum	обрадоваться,радоваться
8238	71260	1	так	ADV	степень	Circum	обрадоваться,радоваться
8238	71269	1	будем	Vfut	буд.	Gram	обрадоваться,радоваться
8238	71274	1	внутренно	ADV	аспект	Circum	обрадоваться,радоваться
8238	71277	1	ли	PART	косв.	Modal	обрадоваться,радоваться
8240	71212	1	словно	CONJ	точность	Circum	обрадоваться,радоваться
8240	71213	1	испуганно	ADV	эмоция	Circum	обрадоваться,радоваться
8240	71216	1	мысленно	ADV	образ действия	Circum	обрадоваться,радоваться
8240	71254	1	лишь	PART	ограничение	Modal	обрадоваться,радоваться
8240	71261	1	по-настоящему	ADV	точность	Circum	обрадоваться,радоваться
8240	71266	1	можем	Vpraes	возможность	Control	обрадоваться,радоваться
8240	71295	1	Как	ADV	степень	Circum	обрадоваться,радоваться
5385	50674	1	1 декабря 1918 года	Sgen	время	Circum	образовать,образовывать
5385	50675	1	На основе Нюренбергских принципов	на + Sloc 	основание	Circum	образовать,образовывать
5387	50696	1	на сгибе	на + Sloc 	место	Circum	образовать,образовывать
11834	50672	1	в ходе реформирования	в + ходе + Sgen	фоновая ситуация	Circum	образовать,образовывать
11834	50691	1	с целью проектирования крупнейшего в то время на Украине магистрального газопровода Дашава -- Киев, а также разработки технического проекта газификации г. Киева.	с + Sins	цель	Circum	образовать,образовывать
11835	50678	1	23 февраля 2000 года по инициативе ОАО «Камская долина»	Sgen	время	Circum	образовать,образовывать
12001	50677	1	в 1959 году	в + Sloc	время	Circum	образовать,образовывать
13236	115155	1	в сие время	в + Sacc	время	Circum	образоваться,образоваться
5389	50776	1	Таким образом	Sins	вводное	Modal	образоваться,образоваться,образоваться,образовываться,образовываться,образовываться
5389	115095	1	С Дарьей Ивановной	с + Sins	комитатив	Circum	образоваться,образоваться,образоваться,образовываться,образовываться,образовываться
5389	115101	1	У бабушки , уже давно больной лёгким сахарным диабетом	у + Sgen	посессор	Circum	образоваться,образоваться,образоваться,образовываться,образовываться,образовываться
5389	115102	1	отчего	ADV	причина	Circum	образоваться,образоваться,образоваться,образовываться,образовываться,образовываться
5390	115160	1	Скоро	ADV	время	Circum	образоваться,образоваться,образоваться,образовываться,образовываться,образовываться
5389	50682	1	В жаркий солнечный безветренный день	в + Sacc	время	Circum	образоваться,образоваться,образовываться,образовываться
5389	50688	1	в средней группе пары	в + Sloc	место	Circum	образоваться,образоваться,образовываться,образовываться
5389	50730	1	постоянно	ADV	узуальность	Circum	образоваться,образоваться,образовываться,образовываться
5389	50732	1	После процедуры	после + Sgen	последовательность	Circum	образоваться,образоваться,образовываться,образовываться
5389	50761	1	при этом	при + Sloc	одновременность	Circum	образоваться,образоваться,образовываться,образовываться
5389	50778	1	якобы	ADV	цитация	Modal	образоваться,образоваться,образовываться,образовываться
5389	115069	1	У них	у + Sgen	посессор	Circum	образоваться,образоваться,образовываться,образовываться
5389	115076	1	На мой взгляд	на + Sacc	дискурс	Modal	образоваться,образоваться,образовываться,образовываться
5389	115077	1	теперь	ADVPRO	время	Circum	образоваться,образоваться,образовываться,образовываться
5389	115082	1	Так	ADV	образ действия	Circum	образоваться,образоваться,образовываться,образовываться
5389	115091	1	там , где он стоял	ADV	место	Circum	образоваться,образоваться,образовываться,образовываться
5389	115100	1	как	ADV	образ действия	Circum	образоваться,образоваться,образовываться,образовываться
5389	115105	1	перед ними	перед + Sins	место	Circum	образоваться,образоваться,образовываться,образовываться
5389	115111	1	после чего	после + Sgen	последовательность	Circum	образоваться,образоваться,образовываться,образовываться
5389	115114	1	При этом	при + Sloc	одновременность	Circum	образоваться,образоваться,образовываться,образовываться
5389	115117	1	в своё время	в + Sacc	время	Circum	образоваться,образоваться,образовываться,образовываться
5389	115120	1	в креме	в + Sloc	место	Circum	образоваться,образоваться,образовываться,образовываться
5389	115133	1	В результате этих опытов , продолжавшихся 25- 33 сеанса по 40 мин	в + Sloc	причина	Circum	образоваться,образоваться,образовываться,образовываться
5389	115139	1	Именно из-за хронического воспаления	из-за + Sgen	причина	Circum	образоваться,образоваться,образовываться,образовываться
5389	115151	1	тогда	ADV	время	Circum	образоваться,образоваться,образовываться,образовываться
5389	115156	1	В период кризиса	в + Sacc	время	Circum	образоваться,образоваться,образовываться,образовываться
5389	115162	1	как	ADV	образ действия	Circum	образоваться,образоваться,образовываться,образовываться
5390	115068	1	в октябре 1908 года	в + Sloc	время	Circum	образоваться,образоваться,образовываться,образовываться
5390	115088	1	не	PART	отрицание	Modal	образоваться,образоваться,образовываться,образовываться
5390	115093	1	У нас	у + Sgen	посессор	Circum	образоваться,образоваться,образовываться,образовываться
5390	115106	1	В любом учебном заведении	в + Sloc	место	Circum	образоваться,образоваться,образовываться,образовываться
5390	115112	1	в 1918 году	в + Sloc	время	Circum	образоваться,образоваться,образовываться,образовываться
5390	115135	1	в ходе реализации первого этапа реформы немецкой почты в июле 1989 г	в + ходе + Sgen	фоновая ситуация	Circum	образоваться,образоваться,образовываться,образовываться
5390	115165	1	Вскоре	ADV	время	Circum	образоваться,образоваться,образовываться,образовываться
5391	115122	1	у неё	у + Sgen	посессор	Circum	образоваться,образоваться,образовываться,образовываться
5392	50726	1	со сном и пуками	с + Sins	фоновая ситуация	Circum	образоваться,образоваться,образовываться,образовываться
5392	115086	1	как-нибудь	ADV	время	Circum	образоваться,образоваться,образовываться,образовываться
5392	115158	1	со временем	с + Sins	фаза	Circum	образоваться,образоваться,образовываться,образовываться
5389	50680	1	Между ними и нижними нитями	между + Sins	место	Circum	образоваться,образовываться
5389	50683	1	При добавлении в него натрия и калия	при + Sloc	одновременность	Circum	образоваться,образовываться
5389	50704	1	У меня (на даче под Звенигородом. — Е. Ч.)	у + Sgen	посессор	Circum	образоваться,образовываться
5389	50741	1	при отщеплении и атома водорода	при + Sloc	одновременность	Circum	образоваться,образовываться
5389	50750	1	при метаболизме арилгидразинов in vivo	при + Sloc	одновременность	Circum	образоваться,образовываться
5389	50758	1	При этом	при + Sloc	одновременность	Circum	образоваться,образовываться
5389	50762	1	вновь	ADV	узуальность	Circum	образоваться,образовываться
5389	50771	1	Так	ADV	образ действия	Circum	образоваться,образовываться
5389	50780	1	между каждой общиной и тем обществом, в котором она находится, в частности, государством, в котором она живет и действует	между + Sins	место	Circum	образоваться,образовываться
5389	50790	1	Между первой и второй колоннами русских	между + Sins	место	Circum	образоваться,образовываться
5389	50791	1	за тысячные доли секунды	за + Sacc	длительность	Circum	образоваться,образовываться
5389	50798	1	на лбу	на + Sloc 	место	Circum	образоваться,образовываться
5389	115070	1	при котором	при + Sloc	одновременность	Circum	образоваться,образовываться
5389	115072	1	вследствие существующих в среде взаимовоздействий , обусловленных формой существования всего материального-- его движением	вследствие + Sgen	причина	Circum	образоваться,образовываться
5389	115073	1	за счёт того , что вынесли печку	за + счет + Sgen	замещение	Circum	образоваться,образовываться
5389	115078	1	между Ёжиком и Медвежонком	между + Sins	место	Circum	образоваться,образовываться
5389	115081	1	В небе	в + Sloc	место	Circum	образоваться,образовываться
5389	115096	1	в поворачивавших рядах	в + Sloc	место	Circum	образоваться,образовываться
5389	115108	1	как после просыпания , когда приснилась очень важная беседа с кем-то не по-человечески умным , а в дневную жизнь ничего не вытаскивается , не протискивается , и всё важное остаётся во сне	как + Sx	сравнение	Circum	образоваться,образовываться
5389	115109	1	у неё	у + Sgen	посессор	Circum	образоваться,образовываться
5389	115113	1	поскольку старый закон , естественно , уже не действует	поскольку + CL	причина	Circum	образоваться,образовываться
5389	115118	1	ранее	ADV	время	Circum	образоваться,образовываться
5389	115119	1	на коже	на + Sloc 	место	Circum	образоваться,образовываться
5389	115121	1	неожиданно	ADV	неожиданность	Circum	образоваться,образовываться
5389	115125	1	в тупом конце его	в + Sloc	место	Circum	образоваться,образовываться
5389	115126	1	при повороте индивида вокруг [ 110] или ( и) [ 1- 10] на 90°	при + Sloc	одновременность	Circum	образоваться,образовываться
5389	115127	1	в результате процессов ядерной диссоциации протоядер	в + Sloc	причина	Circum	образоваться,образовываться
5389	115129	1	При нажатии кнопки Кн 1	при + Sloc	причина	Circum	образоваться,образовываться
5389	115130	1	При таянии льда	при + Sloc	причина	Circum	образоваться,образовываться
5389	115131	1	в магнитополупроводниковых наноструктурах	в + Sloc	место	Circum	образоваться,образовываться
5389	115132	1	На окисленной поверхности кремния	на + Sloc 	место	Circum	образоваться,образовываться
5389	115134	1	в домохозяйствах	в + Sloc	место	Circum	образоваться,образовываться
5389	115137	1	не	PART	отрицание	Modal	образоваться,образовываться
5389	115138	1	в процессе работы так называемых каталитических газонейтрализаторов , устанавливаемых на новые автомобили в США и Европе	в + Sloc	причина	Circum	образоваться,образовываться
5389	115140	1	при тушении	при + Sloc	причина	Circum	образоваться,образовываться
5389	115142	1	в период между датой подачи декларации и датой возмещения соответствующих сумм	в + Sacc	время	Circum	образоваться,образовываться
5389	115145	1	в обыденной среде текущих явлений жизни	в + Sloc	место	Circum	образоваться,образовываться
5389	115146	1	Около них	около + Sgen	место	Circum	образоваться,образовываться
5389	115147	1	сверху	ADV	место	Circum	образоваться,образовываться
5389	115150	1	посередине	ADV	место	Circum	образоваться,образовываться
5389	115152	1	сама собою	APRO	способ	Circum	образоваться,образовываться
5389	115154	1	вследствие способности человека уловить сознанием в известный момент состояние души и перенести его в воспоминание	вследствие + Sgen	причина	Circum	образоваться,образовываться
5389	115161	1	так	ADV	образ действия	Circum	образоваться,образовываться
5390	50769	1	в ходе чего	в + ходе + Sgen	фоновая ситуация	Circum	образоваться,образовываться
5390	115066	1	На её месте	на + Sloc 	место	Circum	образоваться,образовываться
5390	115083	1	Вокруг писателя	вокруг + Sgen	место	Circum	образоваться,образовываться
5390	115085	1	потом	ADV	последовательность	Circum	образоваться,образовываться
5390	115104	1	У входа	у + Sgen	место	Circum	образоваться,образовываться
5390	115123	1	В конечном итоге	в + Sloc	следствие	Circum	образоваться,образовываться
5390	115143	1	В результате	в + Sloc	следствие	Circum	образоваться,образовываться
5390	115157	1	подобно тому как в замкнутые монады превратились отдельные люди , человеческие индивидуальности	подобно + Sdat	сравнение	Circum	образоваться,образовываться
5390	115159	1	у нас	у + Sgen	посессор	Circum	образоваться,образовываться
5390	115164	1	в Москве	в + Sloc	место	Circum	образоваться,образовываться
